abstract,sentence,label,,,,
11495899,Heregulin was originally detected in the conditioned medium of the human breast cancer cell line MDA-MB-231 and purified based on its ability to stimulate phosphorylation of p185(HER-2/neu).,,,,,
11495899,"In the current study, the biologic activity of plasma membrane-anchored heregulin was evaluated in human breast cells.",,,,,
11495899,"Transmembrane heregulin binds to cells expressing p180(HER-3), induces p185(HER-2/neu) phosphorylation, and increases DNA synthesis in cells overexpressing the HER-2/neu gene product.",,,,,
11495899,"In addition, when cells containing heregulin receptors are co-cultured with heregulin-producing cells, specific in vivo associations are observed.",,,,,
11495899,This study demonstrates that transmembrane heregulin is functionally active and suggest it is capable of playing a role in cell-cell communication and subsequent signal transduction in vivo.,,,,,
25987342,Multiple species of cellular slime mold (CSM) amoebae share overlapping subterranean environments near the soil surface.,,,,,
25987342,"Despite similar life-styles, individual species form independent starvation-induced fruiting bodies whose spores can renew the life cycle.",,,,,
25987342,"N-glycans associated with the cell surface glycocalyx have been predicted to contribute to interspecific avoidance, resistance to pathogens, and prey preference.",,,,,
25987342,"N-glycans from five CSM species that diverged 300-600 million years ago and whose genomes have been sequenced were fractionated into neutral and acidic pools and profiled by MALDI-TOF-MS. Glycan structure models were refined using linkage specific antibodies, exoglycosidase digestions, MALDI-MS/MS, and chromatographic studies.",,,,,
25987342,"Amoebae of the type species Dictyostelium discoideum express modestly trimmed high mannose N-glycans variably modified with core α3-linked Fuc and peripherally decorated with 0-2 residues each of β-GlcNAc, Fuc, methylphosphate and/or sulfate, as reported previously.",,,,,
25987342,"Comparative analyses of D. purpureum, D. fasciculatum, Polysphondylium pallidum, and Actyostelium subglobosum revealed that each displays a distinctive spectrum of high-mannose species with quantitative variations in the extent of these modifications, and qualitative differences including retention of Glc, mannose methylation, and absence of a peripheral GlcNAc, fucosylation, or sulfation.",,,,,
25987342,"Starvation-induced development modifies the pattern in all species but, except for universally observed increased mannose-trimming, the N-glycans do not converge to a common profile.",,,,,
25987342,Correlations with glycogene repertoires will enable future reverse genetic studies to eliminate N-glycomic differences to test their functions in interspecific relations and pathogen evasion.,,,,,
975120,Repeated digestion of the proteoglycan B from rice bran with Pronase and hemicellulase yielded two types of glycopeptides.,,,,,
975120,"The first group, obtained from the third enzymic digest, was a type of low molecular-weight glycopeptide and was fractionated into two subfractions by paper electrophoresis.",,,,,
975120,"The second group, obtained from the fourth enzymic digest, was a mixture of glycopeptides of relatively high molecular-weight and was fractionated into three subfractions by gel filtration on Sephadex G-75.",,,,,
975120,"Alkaline degradation of these glycopeptides or the intact proteoglycan A yielded a sugar-amino acid compound, whose structure was established as O-alpha-L-arabinofuranosyl-hydroxyproline.",,,,,
975120,These results indicate that the carbohydrate-protein linkage of the rice-bran proteoglycan is an O-glycosyl linkage between L-arabinose and hydroxyproline.,,,,,
31070379,The chloroplast stromal CLP protease system is essential for growth and development.,,,,,
31070379,"It consists of a proteolytic CLP core complex that likely dynamically interacts with oligomeric rings of CLPC1, CLPC2, or CLPD AAA+ chaperones.",,,,,
31070379,"These ATP-dependent chaperones are predicted to bind and unfold CLP protease substrates, frequently aided by adaptors (recognins), and feed them into the proteolytic CLP core for degradation.",,,,,
31070379,"To identify new substrates and possibly also new adaptors for the chloroplast CLP protease system, we generated an in vivo CLPC1 substrate trap with a C-terminal STREPII affinity tag in Arabidopsis thaliana by mutating critical glutamate residues (E374A and E718A) in the two Walker B domains of CLPC1 required for the hydrolysis of ATP (CLPC1-TRAP).",,,,,
31070379,"On the basis of homology to nonplant CLPB/C chaperones, it is predicted that interacting substrates are unable to be released; that is, they are trapped.",,,,,
31070379,"When expressed in the wild type, this CLPC1-TRAP induced a dominant visible phenotype, whereas no viable mutants that express CLPC1-TRAP in the clpc1-1 null mutant could be recovered.",,,,,
31070379,Affinity purification of the CLPC1-TRAP resulted in a dozen proteins highly enriched compared with affinity-purified CLPC1 with a C-terminal STREPII affinity tag (CLPC1-WT).,,,,,
31070379,These enriched proteins likely represent CLP protease substrates or new adaptors.,,,,,
31070379,"Several of these trapped proteins overaccumulated in clp mutants or were found as interactors for the adaptor CLPS1, supporting their functional relationship to CLP function.",,,,,
31070379,"Importantly, the affinity purification of this CLPC1-TRAP also showed high enrichment of all CLPP, CLPR, and CLPT subunits, indicating the stabilization of the CLPC to CLP core interaction and providing direct support for their physical and functional interaction.",,,,,
8358231,"We have investigated the activity of CMP-Neu5Ac:Gal beta 1-3GalNAc alpha-2,3-sialyltransferase (EC 2.4.99.4) in FR3T3 cells transformed by the Ha-ras oncogene in which we have previously demonstrated the higher expression of the beta-galactosidase alpha-2,6-sialyltransferase (EC 2.4.99.1) [21].",,,,,
8358231,"We demonstrate that the presence of the activated ras gene decreases the activity of this specific alpha-2,3-sialyltransferase fourfold.",,,,,
8358231,"According to the kinetic parameters and to mixing experiments, we can assume that this decreased enzymatic activity reflects a decrease in the number of active O-glycan alpha-2,3-sialyltransferase polypeptides in ras-transformed cells.",,,,,
8358231,"However, no change in the binding of Peanut agglutinin was observed on the cell surface of ras-transformed FR3T3 suggesting that no change in the sialylation of O-glycan core 1 appeared in these cells, although the activity of the alpha-2,3-sialyltransferase was decreased.",,,,,
12681911,"The catalytic mechanism of retaining glycosyltransferases is not yet completely understood, but one possible mechanism, by analogy with retaining glycosidases, is a double-displacement mechanism via a covalent glycosyl-enzyme intermediate (CGE).",,,,,
12681911,We have investigated various reaction pathways for this mechanism using non-empirical quantum mechanical methods.,,,,,
12681911,"Because a double-displacement mechanism presumes a reaction happening in two steps, we have used predefined reaction coordinates to calculate the potential energy surface describing each step of the mechanism.",,,,,
12681911,"By investigating several potential candidates to act as a catalytic base, this study attempts to shed some light on the unclear mechanism of the second step of the reaction.",,,,,
12681911,All intermediates and transition states on the reaction pathways were characterized using basis sets up to the DFT/B3LYP/6-311++G**//DFT/B3LYP/6-31G* level.,,,,,
12681911,Reaction pathways and structural changes were compared with the results previously obtained for inverting glycosyltransferases.,,,,,
12681911,"The outcome of this study indicates, that among the reaction models investigated, the energetically favorable one is also the most plausible given the existing experimental data.",,,,,
12681911,This model requires the presence of only one catalytic acid in the active site with the UDP functioning as a general base in the second step of the reaction.,,,,,
12681911,This mechanism is in agreement with both kinetic data in the literature and the description of X-ray structures of retaining glycosyltransferases solved up to today.,,,,,
18816083,There is a correlation between the multidrug-resistance (MDR) of cancer cells and their enhanced invasive or metastatic potential.,,,,,
18816083,"We studied the expression of CD147, a plasma membrane glycoprotein that plays a key role in tumor metastasis by stimulating the production of matrix metalloproteinases (MMPs), in sensitive human oral squamous KB and MDR derivative KB/V cells.",,,,,
18816083,Reverse transcription-PCR and flow cytometric analysis revealed that KB/V cells expressed CD147 at significantly higher levels than their parental KB cells.,,,,,
18816083,"Using stable RNA interference, we succeeded in establishing a CD147 knock-down KB/V cell line (KB/VsiCD147).",,,,,
18816083,"MTT colorimetric assay showed an increase in the chemosensitivity to vincristine (VCR), all transretinoic acid (ATRA), taxol, and 5-fluorouracil (5-Fu) of KB/VsiCD147 cells.",,,,,
18816083,"Proteome analysis of KB, KB/V, and KB/VsiCD147 cell lines identified 21 differently expressed proteins.",,,,,
